X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
401106,138047,23088922,2023/06/04 17:58:25+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF CAPITOL AVENUE NE,401106,138047,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9102841241,-76.9872479803,,2023/06/04 10:00:00+00,2023/06/04 17:40:00+00,699891637,
405933,135213,23089439,2023/06/05 18:27:06+00,DAY,OTHERS,THEFT/OTHER,4900 - 4999 BLOCK OF CALL PLACE SE,405933,135213,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8847351031,-76.9316178586,,2023/06/05 14:36:00+00,2023/06/05 16:03:00+00,699891638,
403516,133455,23089556,2023/06/06 20:13:53+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516,133455,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689113338,-76.9594845298,,2023/06/05 17:06:00+00,2023/06/05 17:09:00+00,699891639,
399364,138021,23089983,2023/06/06 06:54:19+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,21 - 72 BLOCK OF FLORIDA AVENUE NE,399364,138021,5,5F,5,501,Cluster 21,010601 1,010601,Precinct 75,38.9100503729,-77.0073329638,NOMA,2023/06/06 04:52:00+00,2023/06/06 05:00:00+00,699891640,
400331,135279,23091118,2023/06/08 02:17:09+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 7TH STREET SE,400331,135279,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8853496119,-76.9961849517,CAPITOL HILL,2023/06/07 21:08:00+00,2023/06/07 22:28:00+00,699891641,
398144,140137,23091221,2023/06/08 01:29:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,500 - 699 BLOCK OF IRVING STREET NW,398144,140137,1,1E,4,409,Cluster 2,003200 4,003200,Precinct 38,38.9291102613,-77.0214050611,,2023/06/01 20:00:00+00,2023/06/08 00:40:00+00,699891642,
398910,142827,23091579,2023/06/08 19:14:18+00,EVENING,OTHERS,THEFT F/AUTO,100  - 199 BLOCK OF HAMILTON STREET NW,398910,142827,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,38.9533438441,-77.0125751339,,2023/06/08 16:33:00+00,2023/06/08 17:49:00+00,699891643,
404286,133055,23092221,2023/06/09 16:56:30+00,DAY,OTHERS,THEFT/OTHER,3821 - 3938 BLOCK OF PENNSYLVANIA AVENUE SE,404286,133055,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.8653045546,-76.9506141831,,2023/06/09 16:12:00+00,,699891644,
396523,138059,23092241,2023/06/10 13:52:40+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF CHURCH STREET NW,396523,138059,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9103860425,-77.0400893646,,2023/06/09 16:35:00+00,2023/06/09 17:15:00+00,699891645,
395767.700000003,137916.559999999,23130610,2023/08/10 08:45:34+00,MIDNIGHT,GUN,ROBBERY,1400 - 1499 BLOCK OF 22ND STREET NW,395767.7,137916.56,2,2B,2,208,Cluster 6,005503 2,005503,Precinct 14,38.9090995819,-77.0487969975,,2023/08/10 05:38:00+00,2023/08/10 06:00:00+00,699891661,
401950.189999998,132982.98,23130809,2023/08/10 19:30:15+00,EVENING,OTHERS,THEFT/OTHER,1953 - 2099 BLOCK OF 19TH PLACE SE,401950.19,132982.98,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,38.8646640502,-76.9775289645,,2023/08/10 16:04:00+00,2023/08/10 18:26:00+00,699891662,
396163.670000002,137783.539999999,23130887,2023/08/10 20:16:12+00,EVENING,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,396163.67,137783.54,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9079031095,-77.0442308541,,2023/08/10 18:21:00+00,2023/08/10 19:01:00+00,699891663,
402061.590000004,140417.170000002,23131090,2023/08/11 00:01:05+00,EVENING,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF 20TH STREET NE,402061.59,140417.17,5,5B,5,504,Cluster 22,009400 2,009400,Precinct 70,38.9316336607,-76.9762230486,,2023/08/09 12:00:00+00,2023/08/10 23:27:00+00,699891664,
394895.399999999,140924.899999999,23131262,2023/08/11 12:06:47+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2023/08/11 11:28:00+00,2023/08/11 11:30:00+00,699891665,
398809.619999997,134827.670000002,23131303,2023/08/11 18:06:48+00,DAY,OTHERS,THEFT/OTHER,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2023/08/10 17:29:00+00,2023/08/10 20:30:00+00,699891666,
401601.329999998,130970.75,23131359,2023/08/11 18:57:42+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,401601.33,130970.75,8,8E,7,704,Cluster 38,007304 4,007304,Precinct 120,38.8465377272,-76.9815533837,,2023/08/09 20:20:00+00,2023/08/09 20:40:00+00,699891667,
394449.149999999,137479.059999999,23131900,2023/08/12 09:41:08+00,MIDNIGHT,OTHERS,BURGLARY,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2023/08/12 07:40:00+00,2023/08/12 08:09:00+00,699891668,
397886.890000001,139847.0,23131910,2023/08/12 09:57:32+00,MIDNIGHT,GUN,ROBBERY,700 - 999 BLOCK OF GRESHAM PLACE NW,397886.89,139847,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9264972701,-77.0243693919,,2023/08/12 08:30:00+00,2023/08/12 08:32:00+00,699891669,
402579.466600001,139129.467300002,23132185,2023/08/12 20:44:48+00,EVENING,OTHERS,THEFT F/AUTO,BLADENSBURG ROAD NE AND V STREET NE,402579.46659235,139129.46729454,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9200322609,-76.9702550582,,2023/08/12 03:00:00+00,2023/08/12 06:00:00+00,699891670,
400121.380000003,137998.899999999,23132421,2023/08/13 05:38:05+00,MIDNIGHT,GUN,ROBBERY,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098515103,-76.9986005147,,2023/08/13 04:01:00+00,2023/08/13 05:12:00+00,699891671,
400636.100000001,140563.120000001,23110965,2023/07/10 01:53:15+00,EVENING,OTHERS,ROBBERY,3500 - 3599 BLOCK OF 10TH STREET NE,400636.1,140563.12,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9329506111,-76.9926635277,,2023/07/09 21:13:00+00,2023/07/10 00:15:00+00,699891679,
404717.549999997,136203.41,23112020,2023/07/11 18:35:36+00,DAY,OTHERS,THEFT F/AUTO,4000 - 4099 BLOCK OF BENNING ROAD NE,404717.55,136203.41,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8936644486,-76.9456200004,,2023/07/11 18:32:00+00,2023/07/11 18:33:00+00,699891680,
397746.0,137450.41,23112265,2023/07/12 02:57:57+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 10TH STREET NW,397746,137450.41,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9049076407,-77.0259863348,,2023/07/12 01:06:00+00,2023/07/12 01:51:00+00,699891681,
397654.880000003,137620.940000001,23112827,2023/07/13 02:00:50+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF 11TH STREET NW,397654.88,137620.94,2,2F,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064435961,-77.0270374383,,2023/07/12 22:29:00+00,2023/07/13 01:02:00+00,699891682,
396979.030000001,144489.870000001,23112918,2023/07/13 05:24:53+00,MIDNIGHT,GUN,ROBBERY,6400 - 6499 BLOCK OF LUZON AVENUE NW,396979.03,144489.87,4,4A,4,402,Cluster 17,001803 1,001803,Precinct 61,38.9683188818,-77.0348597117,,2023/07/13 02:40:00+00,2023/07/13 05:09:00+00,699891683,
397270.140000001,141967.0,23113347,2023/07/13 21:20:20+00,EVENING,OTHERS,THEFT F/AUTO,4500 - 4599 BLOCK OF ARKANSAS AVENUE NW,397270.14,141967,4,4E,4,404,Cluster 18,002501 1,002501,Precinct 48,38.9455931622,-77.0314904802,,2023/07/13 11:00:00+00,2023/07/13 16:00:00+00,699891684,
393930.75,143053.27,23113812,2023/07/14 16:43:13+00,DAY,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,393930.75,143053.27,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,38.9553618526,-77.0700218345,,2023/07/14 15:43:00+00,2023/07/14 15:45:00+00,699891685,
397921.119999997,138058.460000001,23114099,2023/07/15 04:50:51+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF 9TH STREET NW,397921.12,138058.46,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.910385597,-77.0239692195,,2023/07/15 00:40:00+00,2023/07/15 01:00:00+00,699891686,
398186.380000003,136327.469999999,23114361,2023/07/15 17:04:48+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF D STREET NW,398186.38,136327.47,2,2C,1,102,Cluster 8,005801 1,005801,Precinct 143,38.8947928136,-77.0209062352,DOWNTOWN,2023/07/15 11:04:00+00,2023/07/15 11:56:00+00,699891687,
397746.0,137450.41,23114417,2023/07/16 00:29:43+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 10TH STREET NW,397746,137450.41,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9049076407,-77.0259863348,,2023/07/15 13:10:00+00,2023/07/15 15:52:00+00,699891688,
399228.024300002,128424.528299998,23115149,2023/07/16 18:46:38+00,DAY,OTHERS,THEFT/OTHER,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8236013165,-77.0088899643,,2023/07/16 18:01:00+00,2023/07/16 18:46:00+00,699891689,
397500.039999999,139117.25,23115165,2023/07/16 22:57:44+00,EVENING,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF 12TH PLACE NW,397500.04,139117.25,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9199224333,-77.0288280726,,2023/07/16 18:53:00+00,2023/07/16 18:54:00+00,699891690,
398858.520000003,138469.030000001,23115619,2023/07/17 14:46:14+00,DAY,OTHERS,BURGLARY,100 - 199 BLOCK OF S STREET NW,398858.52,138469.03,5,5E,3,308,Cluster 21,003302 1,003302,Precinct 19,38.9140858678,-77.0131618006,,2023/07/17 00:30:00+00,2023/07/17 04:00:00+00,699891691,
401701.350000001,136862.760000002,23116319,2023/07/18 16:40:39+00,DAY,OTHERS,BURGLARY,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2023/07/18 15:35:00+00,2023/07/18 15:40:00+00,699891692,
397343.210000001,137783.07,23116374,2023/07/18 18:07:20+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF VERMONT AVENUE NW,397343.21,137783.07,2,2F,3,307,Cluster 7,005003 1,005003,Precinct 17,38.9079032324,-77.0306313817,,2023/07/18 18:00:00+00,2023/07/18 18:07:00+00,699891693,
400246.539999999,139229.039999999,23116806,2023/07/19 14:52:43+00,DAY,OTHERS,BURGLARY,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2023/07/19 08:20:00+00,2023/07/19 09:00:00+00,699891694,
402152.109999999,139330.120000001,23117086,2023/07/19 23:25:56+00,EVENING,OTHERS,THEFT F/AUTO,2400 - 2499 BLOCK OF 21ST PLACE NE,402152.11,139330.12,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9218409559,-76.9751824621,,2023/07/15 03:00:00+00,2023/07/15 06:00:00+00,699891695,
407251.566100001,136517.930399999,23117236,2023/07/20 03:15:57+00,MIDNIGHT,GUN,ROBBERY,500 - 599 BLOCK OF 59TH STREET NE,407251.566084682,136517.930364119,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8964805119,-76.9164066604,,2023/07/20 02:03:00+00,,699891696,
400840,129278,23000286,2023/01/01 17:15:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,800 - 898 BLOCK OF BELLEVUE STREET SE,400840,129278,8,8E,7,706,Cluster 39,009700 1,009700,Precinct 125,38.8312897268,-76.9903256364,,2023/01/01 15:24:00+00,2023/01/01 16:45:00+00,699891708,
397329,138713,23000356,2023/01/01 20:16:56+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF WALLACH PLACE NW,397329,138713,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9162803134,-77.0307988327,,2022/12/31 05:30:00+00,2022/12/31 07:30:00+00,699891709,
396418,139305,23007389,2023/01/14 20:28:03+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF CHAMPLAIN STREET NW,396418,139305,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,38.9216100017,-77.0413065015,ADAMS MORGAN,2023/01/06 18:17:00+00,2023/01/07 00:05:00+00,699891712,
399058,137708,23009267,2023/01/18 20:55:25+00,EVENING,OTHERS,BURGLARY,1 - 99 BLOCK OF N STREET NW,399058,137708,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9072304865,-77.0108606585,,2023/01/18 06:50:00+00,2023/01/18 12:48:00+00,699891713,
395993,137976,23009755,2023/01/18 05:00:00+00,MIDNIGHT,KNIFE,HOMICIDE,2015 - 2099 BLOCK OF P STREET NW,395993,137976,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9096360937,-77.0461997115,DUPONT CIRCLE,2023/01/19 02:37:00+00,2023/01/19 07:00:00+00,699891714,
401302,135070,23009898,2023/01/19 17:16:25+00,DAY,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF KENTUCKY AVENUE SE,401302,135070,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8834659581,-76.984993771,,2023/01/19 14:20:00+00,2023/01/19 16:09:00+00,699891715,
406673,136234,23010080,2023/01/19 22:02:19+00,EVENING,OTHERS,ROBBERY,300 - 399 BLOCK OF 54TH STREET NE,406673,136234,7,7C,6,608,Cluster 31,007808 1,007808,Precinct 96,38.8939273463,-76.9230789083,,2023/01/19 20:57:00+00,2023/01/19 21:45:00+00,699891716,
398185,136884,23010376,2023/01/20 08:34:21+00,MIDNIGHT,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF H STREET NW,398185,136884,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.8998062348,-77.0209236133,DOWNTOWN,2023/01/19 21:00:00+00,2023/01/20 07:00:00+00,699891717,
397539,139763,23010516,2023/01/23 22:10:20+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1299 BLOCK OF GIRARD STREET NW,397539,139763,1,1A,3,304,Cluster 2,003600 3,003600,Precinct 36,38.9257396662,-77.0283811238,,2023/01/20 16:08:00+00,2023/01/20 16:54:00+00,699891718,
406535,137223,23010920,2023/01/21 06:59:27+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5200 - 5299 BLOCK OF JUST STREET NE,406535,137223,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.902837649,-76.9246602543,,2023/01/21 05:51:00+00,2023/01/21 06:59:00+00,699891719,
402899,132282,23011187,2023/01/21 21:30:30+00,EVENING,GUN,ROBBERY,2800 - 2899 BLOCK OF DENVER STREET SE,402899,132282,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8583467137,-76.9665992713,,2023/01/21 19:21:00+00,,699891720,
399890,143127,23011551,2023/01/22 19:14:28+00,DAY,OTHERS,ROBBERY,5500 - 5599 BLOCK OF SOUTH DAKOTA AVENUE NE,399890,143127,4,4B,4,406,Cluster 19,009507 1,009507,Precinct 65,38.9560469933,-77.0012690983,,2023/01/22 13:59:00+00,2023/01/22 14:07:00+00,699891721,
401982,137317,23011575,2023/01/22 16:48:18+00,DAY,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF L STREET NE,401982,137317,5,5D,5,507,Cluster 23,008903 2,008903,Precinct 78,38.903706492,-76.9771499343,,2023/01/21 22:30:00+00,2023/01/22 13:00:00+00,699891722,
401437,140339,23049327,2023/03/31 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,1500 - 1599 BLOCK OF KEARNY STREET NE,401437,140339,5,5B,5,504,Cluster 22,009301 1,009301,Precinct 70,38.9309307248,-76.9834268006,,2023/03/31 01:45:00+00,,699891749,
397943,140505,23049661,2023/03/31 20:40:27+00,EVENING,OTHERS,THEFT/OTHER,3400 - 3499 BLOCK OF GEORGIA AVENUE NW,397943,140505,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.9324248709,-77.0237242767,,2023/03/31 19:22:00+00,,699891750,
400256,141901,23050253,2023/04/01 21:45:49+00,EVENING,OTHERS,THEFT F/AUTO,4500 - 4599 BLOCK OF 7TH STREET NE,400256,141901,5,5A,4,405,Cluster 20,009504 2,009504,Precinct 67,38.9450028197,-76.9970469196,,2023/04/01 20:43:00+00,2023/04/01 21:13:00+00,699891751,
397163,142085,23051397,2023/04/04 03:17:46+00,MIDNIGHT,OTHERS,THEFT/OTHER,4600  - 4699 BLOCK OF 14TH STREET NW,397163,142085,4,4E,4,404,Cluster 18,002501 2,002501,Precinct 48,38.9466557998,-77.0327268886,,2023/04/03 19:36:00+00,2023/04/03 22:13:00+00,699891752,
404623,135229,23051401,2023/04/04 03:21:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,3900 - 4099 BLOCK OF D STREET SE,404623,135229,7,7F,6,603,Cluster 32,007703 2,007703,Precinct 103,38.8848871011,-76.9467164501,,2023/04/03 19:25:00+00,2023/04/03 20:37:00+00,699891753,
400840,139142,23052127,2023/04/05 00:04:25+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840,139142,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9201485438,-76.9903135821,,2023/04/04 21:38:00+00,2023/04/04 22:25:00+00,699891754,
397423,140440,23052376,2023/04/05 08:23:48+00,MIDNIGHT,OTHERS,BURGLARY,3400 - 3499 BLOCK OF 13TH STREET NW,397423,140440,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 42,38.9318379598,-77.0297214187,,2023/04/05 07:22:00+00,2023/04/05 08:23:00+00,699891755,
396731,139353,23052656,2023/04/05 22:40:55+00,EVENING,OTHERS,SEX ABUSE,1600 - 1699 BLOCK OF KALORAMA ROAD NW,396731,139353,1,1C,3,303,Cluster 1,003802 3,003802,Precinct 24,38.9220436213,-77.0376973126,,2023/03/25 04:00:00+00,2023/03/26 10:00:00+00,699891756,
398009,137138,23052802,2023/04/06 00:16:09+00,EVENING,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF K STREET NW,398009,137138,2,2G,1,101,Cluster 8,005802 5,005802,Precinct 129,38.9020939764,-77.022953306,DOWNTOWN,2023/04/05 19:30:00+00,2023/04/05 19:50:00+00,699891757,
397115,138470,23053559,2023/04/06 23:53:43+00,EVENING,OTHERS,THEFT F/AUTO,S STREET NW AND JOHNSON AVENUE NW,397115,138470,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.914090612,-77.0332654079,,2023/04/06 23:18:00+00,,699891758,
400437,136541,23053838,2023/04/07 16:15:23+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 8TH STREET NE,400437,136541,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.896718132,-76.9949624115,,2023/04/06 20:00:00+00,2023/04/07 13:10:00+00,699891759,
397302,139967,23054259,2023/04/08 05:21:40+00,MIDNIGHT,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF COLUMBIA ROAD NW,397302,139967,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,38.9275766665,-77.0311150934,,2023/04/08 02:30:00+00,2023/04/09 02:40:00+00,699891760,
396504,137376,23054430,2023/04/08 13:46:31+00,DAY,OTHERS,THEFT/OTHER,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,396504,137376,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.904233267,-77.0403049553,GOLDEN TRIANGLE,2023/04/08 13:17:00+00,2023/04/08 13:20:00+00,699891761,
401551,140786,23054963,2023/04/09 14:06:50+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF OTIS STREET NE,401551,140786,5,5B,5,504,Cluster 22,009503 2,009503,Precinct 68,38.9349572427,-76.9821110063,,2023/04/09 13:11:00+00,2023/04/09 14:00:00+00,699891762,
396958,141060,23055160,2023/04/10 01:24:09+00,EVENING,OTHERS,THEFT/OTHER,1414  - 1599 BLOCK OF SPRING ROAD NW,396958,141060,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9374216191,-77.03508717,,2023/04/09 20:30:00+00,2023/04/09 22:52:00+00,699891763,
399351,137184,23055505,2023/04/10 18:51:26+00,DAY,OTHERS,BURGLARY,1 - 99 BLOCK OF K STREET NE,399351,137184,6,6E,1,102,Cluster 25,010603 1,010603,Precinct 144,38.902510376,-77.0074820605,NOMA,2023/04/10 14:30:00+00,2023/04/10 15:30:00+00,699891764,
400437,137118,23055639,2023/04/10 21:44:03+00,EVENING,GUN,ROBBERY,900 - 999 BLOCK OF 8TH STREET NE,400437,137118,6,6A,5,501,Cluster 25,010602 2,010602,Precinct 83,38.9019159555,-76.9949620444,,2023/04/10 19:04:00+00,2023/04/10 21:10:00+00,699891765,
399215,139329,23055838,2023/04/11 03:27:05+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2400 - 2499 BLOCK OF NORTH CAPITOL STREET,399215,139329,5,5E,3,306,Cluster 21,003301 1,003301,Precinct 135,38.9218331512,-77.009052402,,2023/04/11 02:42:00+00,2023/04/11 03:00:00+00,699891766,
397228,136778,23056694,2023/04/13 09:49:35+00,MIDNIGHT,OTHERS,THEFT/OTHER,700 - 723 BLOCK OF 14TH STREET NW,397228,136778,2,2C,2,207,Cluster 8,005802 2,005802,Precinct 129,38.8988488519,-77.0319556355,DOWNTOWN,2023/04/05 01:00:00+00,2023/04/05 03:00:00+00,699891767,
403638.939999998,135772.420000002,23057106,2023/04/13 09:43:27+00,MIDNIGHT,OTHERS,THEFT/OTHER,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2023/04/13 02:46:00+00,2023/04/13 06:27:00+00,699891768,
394449,137479,23024454,2023/02/14 18:47:41+00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449,137479,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051505514,-77.0639976245,GEORGETOWN,2023/02/14 17:20:00+00,2023/02/14 17:35:00+00,699891787,
400498,139426,23024471,2023/02/14 19:07:27+00,DAY,KNIFE,ROBBERY,800 - 899 BLOCK OF CHANNING PLACE NE,400498,139426,5,5B,5,504,Cluster 21,009302 1,009302,Precinct 74,38.9227071679,-76.9942571319,,2023/02/14 17:19:00+00,2023/02/14 17:45:00+00,699891788,
397795,139034,23025042,2023/02/15 17:33:20+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF W STREET NW,397795,139034,1,1B,3,305,Cluster 3,003500 2,003500,Precinct 37,38.9191732797,-77.0254264997,,2023/02/15 16:17:00+00,2023/02/22 17:30:00+00,699891789,
402085,138351,23025046,2023/02/16 19:59:46+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1758 BLOCK OF BLADENSBURG ROAD NE,402085,138351,5,5C,5,506,Cluster 23,008804 2,008804,Precinct 76,38.913020882,-76.9759593294,,2023/02/15 16:57:00+00,2023/02/15 17:30:00+00,699891790,
406076,135034,23025112,2023/02/15 19:24:52+00,DAY,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF QUEENS STROLL PLACE SE,406076,135034,7,7E,6,604,Cluster 33,009904 3,009904,Precinct 104,38.8831216262,-76.9299712628,,2023/02/15 19:14:00+00,2023/02/15 19:15:00+00,699891791,
396459,138822,23025667,2023/02/16 18:20:11+00,DAY,OTHERS,THEFT/OTHER,1731 - 1785 BLOCK OF FLORIDA AVENUE NW,396459,138822,1,1C,3,303,Cluster 1,003801 2,003801,Precinct 24,38.9172591466,-77.0408312112,ADAMS MORGAN,2023/02/16 17:28:00+00,,699891792,
398476,134716,23026088,2023/02/17 13:20:26+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 900 BLOCK OF 4TH STREET SW,398476,134716,6,6D,1,103,Cluster 9,010500 2,010500,Precinct 128,38.8802766323,-77.0175641097,SOUTHWEST,2023/02/16 21:00:00+00,2023/02/17 04:00:00+00,699891793,
400369,132424,23026272,2023/02/17 21:27:04+00,EVENING,OTHERS,THEFT F/AUTO,1232 - 1299 BLOCK OF SUMNER ROAD SE,400369,132424,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8596306098,-76.9957485028,,2023/02/17 02:00:00+00,2023/02/17 12:20:00+00,699891794,
395521,137007,23026682,2023/02/18 13:23:12+00,DAY,OTHERS,THEFT/OTHER,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,395521,137007,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9009047255,-77.0516354334,,2023/02/18 12:49:00+00,2023/02/18 12:55:00+00,699891795,
401230,139189,23026726,2023/02/18 16:00:34+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1326 - 1354 BLOCK OF DOWNING STREET NE,401230,139189,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9205714757,-76.9858162324,,2023/02/18 04:00:00+00,2023/02/18 15:00:00+00,699891796,
403767,139839,23028180,2023/02/21 12:53:56+00,DAY,OTHERS,THEFT F/AUTO,3400 - 3599 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,403767,139839,5,5C,5,503,Cluster 24,009000 2,009000,Precinct 139,38.9264196699,-76.9565572063,,2023/02/20 22:00:00+00,2023/02/21 11:50:00+00,699891797,
398274,143231,23028204,2023/02/21 13:54:22+00,DAY,OTHERS,THEFT F/AUTO,5500  - 5599 BLOCK OF 5TH STREET NW,398274,143231,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9569821637,-77.0199135681,,2023/02/21 04:00:00+00,2023/02/21 13:00:00+00,699891798,
